Name,Grade1,Grade2,Grade3
793802483,73,55,54
793802483,92,98,66
793802483,93,76,68
793802483,87,86,97
793802483,88,94,99
793802483,61,70,51
793802483,73,88,54
793802483,77,71,83
793802483,85,70,92
793802483,57,80,64
793802483,60,59,62
793802483,85,87,64
793802483,73,91,75
793802483,98,81,97
793802483,82,98,69
793802483,80,82,91
793802483,97,59,58
793802483,84,87,50
793802483,69,80,95
793802483,100,51,62
793802483,89,93,60
793802483,77,81,76
793802483,84,53,86
793802483,85,94,80
793802483,83,100,54
793802483,83,93,87
793802483,100,65,86
793802483,57,69,76
793802483,89,87,93
793802483,73,74,96
793802483,61,63,74
793802483,63,96,86
793802483,55,89,53
793802483,73,70,53
793802483,73,70,62
793802483,54,70,61
793802483,97,61,73
793802483,80,62,98
793802483,56,74,84
793802483,84,54,88
793802483,98,86,80
793802483,69,90,78
793802483,80,75,68
793802483,53,83,84
793802483,88,68,63
793802483,82,63,53
793802483,99,59,75
793802483,65,62,62
793802483,54,65,60
793802483,53,67,60
793802483,73,78,57
793802483,81,56,93
793802483,88,79,74
793802483,52,68,97
793802483,86,65,79
793802483,95,53,78
793802483,90,90,82
793802483,80,69,92
793802483,99,78,63
793802483,93,91,94
793802483,79,75,63
793802483,79,93,82
793802483,100,97,95
793802483,84,93,95
793802483,69,89,62
793802483,50,67,57
793802483,76,68,82
793802483,59,79,68
793802483,76,52,54
793802483,66,58,51
793802483,89,63,51
793802483,87,97,93
793802483,67,90,55
793802483,87,94,50
793802483,69,50,63
793802483,73,100,51
793802483,75,60,69
793802483,66,56,99
793802483,64,96,50
793802483,89,92,83
793802483,63,52,82
793802483,77,94,88
793802483,68,68,79
793802483,50,98,76
793802483,95,96,83
793802483,94,87,53
793802483,77,76,90
793802483,56,73,66
793802483,89,52,85
793802483,62,59,69
793802483,84,75,82
793802483,89,95,93
793802483,95,98,55
793802483,76,56,59
793802483,87,76,78
793802483,52,91,55
793802483,70,75,63
793802483,99,65,51
793802483,63,63,89
793802483,64,72,53
793802483,51,74,53
793802483,56,50,81
793802483,63,77,70
793802483,64,62,98
793802483,72,61,92
793802483,65,80,76
793802483,88,65,50
793802483,88,77,56
793802483,68,97,65
793802483,98,79,66
793802483,79,98,57
793802483,80,80,52
793802483,70,73,64
793802483,100,77,83
793802483,87,94,99
793802483,64,96,74
793802483,85,65,73
793802483,73,80,50
793802483,85,59,72
793802483,81,90,85
793802483,95,59,87
793802483,85,95,74
793802483,78,99,94
793802483,88,71,99
793802483,100,100,75
793802483,73,97,57
793802483,58,56,99
793802483,69,95,58
793802483,84,89,69
793802483,97,73,88
793802483,86,60,100
793802483,66,88,50
793802483,54,93,92
793802483,57,51,88
793802483,62,55,80
793802483,50,57,100
793802483,93,97,72
793802483,58,69,82
793802483,100,76,80
793802483,95,97,80
793802483,65,61,79
793802483,59,88,93
793802483,70,93,66
793802483,72,73,55
793802483,52,74,66
793802483,53,93,81
793802483,87,83,57
793802483,78,92,95
793802483,88,74,60
793802483,67,93,82
793802483,83,69,100
793802483,75,56,78
793802483,81,51,90
793802483,76,78,87
793802483,73,80,62
793802483,77,89,65
793802483,57,84,96
793802483,59,54,95
793802483,100,71,86
793802483,52,73,81
793802483,83,85,77
793802483,95,83,76
793802483,86,59,93
793802483,64,61,66
793802483,83,75,84
793802483,60,55,88
793802483,94,67,69
793802483,86,94,85
793802483,99,54,80
793802483,76,64,58
793802483,51,70,75
793802483,69,52,99
793802483,99,65,81
793802483,86,84,86
793802483,77,59,93
793802483,95,89,51
793802483,76,89,66
793802483,94,55,52
793802483,94,63,85
793802483,79,66,80
793802483,95,95,76
793802483,83,93,67
793802483,82,53,98
793802483,72,78,59
793802483,62,55,72
793802483,98,59,94
793802483,74,97,59
793802483,58,86,64
793802483,97,71,51
793802483,62,62,90
793802483,81,50,51
793802483,77,68,100
793802483,69,84,73
793802483,56,85,68
793802483,88,69,71
793802483,61,89,86
793802483,56,87,85
793802483,95,79,76
793802483,100,79,97
793802483,62,100,79
793802483,55,80,75
793802483,51,80,66
793802483,64,69,78
793802483,88,53,58
793802483,64,74,69
793802483,69,93,74
793802483,59,62,72
793802483,69,66,51
793802483,89,92,51
793802483,52,89,90
793802483,71,62,67
793802483,96,63,88
793802483,54,50,80
793802483,58,85,68
793802483,93,97,93
793802483,51,53,99
793802483,76,65,89
793802483,76,66,77
793802483,65,69,100
793802483,95,88,69
793802483,70,68,78
793802483,57,70,78
793802483,70,76,99
793802483,94,86,61
793802483,98,69,87
793802483,92,87,74
793802483,71,76,61
793802483,66,96,92
793802483,92,85,84
793802483,93,88,83
793802483,73,68,73
793802483,60,61,94
793802483,95,60,100
793802483,98,99,87
793802483,78,68,75
793802483,76,89,74
793802483,71,65,93
793802483,50,82,70
793802483,66,69,81
793802483,72,51,65
793802483,92,50,55
793802483,88,96,72
793802483,73,90,94
793802483,87,89,56
793802483,92,59,75
793802483,59,76,67
793802483,57,86,56
793802483,79,98,93
793802483,77,75,69
793802483,75,92,61
793802483,81,79,68
793802483,51,94,98
793802483,91,52,51
793802483,68,71,69
793802483,68,55,60
793802483,75,83,59
793802483,88,70,58
793802483,94,76,87
793802483,88,74,74
793802483,51,63,91
793802483,87,100,80
793802483,97,53,93
793802483,78,88,84
793802483,72,61,50
793802483,84,58,94
793802483,73,79,75
793802483,54,70,100
793802483,99,80,80
793802483,81,98,98
793802483,99,97,71
793802483,60,63,90
793802483,68,80,85
793802483,92,54,88
793802483,90,80,99
793802483,69,77,68
793802483,98,51,80
793802483,96,74,79
793802483,86,81,74
793802483,62,83,60
793802483,85,50,95
793802483,50,88,85
793802483,69,60,72
793802483,97,74,92
793802483,51,93,59
793802483,73,59,54
793802483,79,87,68
793802483,98,76,96
793802483,60,57,90
793802483,94,56,81
793802483,92,61,77
793802483,65,80,65
793802483,96,77,90
793802483,52,59,53
793802483,92,52,54
793802483,84,92,56
793802483,93,82,66
793802483,60,72,69
793802483,66,98,67
793802483,93,58,68
793802483,85,76,67
793802483,60,52,97
793802483,97,52,50
793802483,89,79,67
793802483,80,57,65
793802483,55,100,58
793802483,93,98,61
793802483,91,57,91
793802483,80,81,99
793802483,73,73,77
793802483,91,72,56
793802483,88,64,97
793802483,81,71,97
793802483,66,50,59
793802483,66,94,55
793802483,75,64,82
793802483,64,59,50
793802483,67,65,86
793802483,53,54,53
793802483,66,55,81
793802483,62,81,79
793802483,53,68,100
793802483,74,68,51
793802483,61,81,80
793802483,65,83,69
793802483,81,56,99
793802483,52,81,100
793802483,74,82,85
793802483,79,50,81
793802483,71,82,70
793802483,95,61,54
793802483,92,95,97
793802483,59,69,59
793802483,96,94,72
793802483,67,51,72
793802483,88,92,81
793802483,90,75,73
793802483,90,52,70
793802483,88,61,93
793802483,85,91,54
793802483,59,74,82
793802483,84,63,66
793802483,70,98,97
793802483,68,57,68
793802483,78,79,84
793802483,56,93,100
793802483,95,94,51
793802483,70,90,56
793802483,78,57,68
793802483,90,82,78
793802483,91,77,51
793802483,59,68,90
793802483,99,73,69
793802483,56,80,53
793802483,51,52,74
793802483,86,62,84
793802483,75,86,50
793802483,83,94,91
793802483,85,62,100
793802483,87,65,54
793802483,82,92,89
793802483,62,65,64
793802483,95,88,56
793802483,61,66,59
793802483,99,66,99
793802483,64,81,91
793802483,66,56,95
793802483,51,83,69
793802483,70,88,80
793802483,53,76,95
793802483,72,69,52
793802483,89,70,56
793802483,60,94,92
793802483,59,76,81
793802483,81,67,84
793802483,95,62,73
793802483,77,82,82
793802483,75,57,50
793802483,97,52,65
793802483,57,64,92
793802483,93,96,62
793802483,82,66,53
793802483,96,77,67
793802483,78,61,77
793802483,83,67,67
793802483,66,80,79
793802483,91,100,87
793802483,59,94,53
793802483,55,57,58
793802483,54,72,52
793802483,59,100,59
793802483,63,62,53
793802483,84,50,95
793802483,78,66,100
793802483,78,86,65
793802483,62,67,51
793802483,57,78,78
793802483,73,100,78
793802483,92,61,55
793802483,78,52,61
793802483,97,96,73
793802483,92,97,95
793802483,73,80,98
793802483,100,55,91
793802483,59,59,88
793802483,82,74,75
793802483,78,83,95
793802483,82,62,54
793802483,93,82,92
793802483,94,57,65
793802483,63,97,70
793802483,98,81,51
793802483,83,100,51
793802483,57,66,89
793802483,64,80,71
793802483,66,77,56
793802483,83,58,65
793802483,82,86,79
793802483,60,52,66
793802483,99,84,98
793802483,87,87,78
793802483,60,58,59
793802483,61,65,93
793802483,72,68,94
793802483,63,94,92
793802483,62,63,90
793802483,78,58,53
793802483,85,75,57
793802483,63,83,57
793802483,81,67,100
793802483,71,51,53
793802483,69,83,78
793802483,62,74,87
793802483,75,96,59
793802483,92,68,96
793802483,58,66,92
793802483,64,76,85
793802483,68,97,56
793802483,69,50,61
793802483,97,53,68
793802483,52,96,60
793802483,96,50,65
793802483,86,64,100
793802483,65,78,72
793802483,67,98,65
793802483,51,96,93
793802483,79,89,92
793802483,50,66,92
793802483,65,93,63
793802483,95,100,100
793802483,82,84,81
793802483,57,83,52
793802483,60,52,98
793802483,71,78,58
793802483,65,57,78
793802483,82,54,74
793802483,94,52,52
793802483,82,59,55
793802483,62,74,54
793802483,83,81,95
793802483,77,69,51
793802483,52,53,63
793802483,99,99,50
793802483,84,78,95
793802483,69,66,65
793802483,77,76,75
793802483,59,63,95
793802483,79,63,79
793802483,79,92,82
793802483,63,62,64
793802483,70,86,63
793802483,96,93,52
793802483,96,89,56
793802483,77,69,76
793802483,100,53,73
793802483,90,62,97
793802483,76,52,98
793802483,69,54,54
793802483,87,80,57
793802483,68,66,79
793802483,91,90,53
793802483,56,56,85
793802483,81,84,55
793802483,91,83,55
793802483,69,96,76
793802483,73,64,96
793802483,77,100,79
793802483,92,96,94
793802483,90,80,63
793802483,78,82,61
793802483,76,64,55
793802483,93,82,95
793802483,93,54,72
793802483,68,76,71
793802483,50,58,96
793802483,99,95,74
793802483,58,73,64
793802483,71,81,89
793802483,74,88,90
793802483,85,60,76
793802483,60,92,70
793802483,52,92,50
793802483,95,59,76
793802483,97,93,93
793802483,84,73,55
793802483,74,97,63
793802483,66,93,67
793802483,58,83,96
793802483,69,68,69
793802483,94,85,67
793802483,77,58,59
793802483,59,53,85
793802483,97,62,100
793802483,82,98,51
793802483,51,94,100
793802483,94,83,63
793802483,61,93,84
793802483,98,87,55
793802483,97,74,80
793802483,65,70,95
793802483,82,73,69
793802483,74,80,76
793802483,70,75,99
793802483,80,64,100
793802483,56,97,55
793802483,89,69,73
793802483,82,52,95
793802483,50,86,54
793802483,64,60,76
793802483,68,96,72
793802483,81,75,89
793802483,73,68,90
793802483,55,86,81
793802483,81,58,59
793802483,68,74,86
793802483,54,78,79
793802483,74,51,80
793802483,93,82,62
793802483,57,73,65
793802483,52,94,97
793802483,61,58,80
793802483,73,66,80
793802483,74,54,51
793802483,97,55,52
793802483,62,95,68
793802483,58,58,55
793802483,70,71,100
793802483,66,76,63
793802483,75,58,89
793802483,74,54,67
793802483,60,85,53
793802483,54,96,75
793802483,88,89,78
793802483,88,69,99
793802483,65,97,86
793802483,94,74,67
793802483,59,52,91
793802483,59,63,88
793802483,96,81,59
793802483,70,59,77
793802483,57,86,57
793802483,67,80,74
793802483,53,67,88
793802483,93,53,85
793802483,51,83,70
793802483,98,88,75
793802483,80,74,82
793802483,50,68,51
793802483,84,80,78
793802483,59,87,82
793802483,59,70,64
793802483,54,80,72
793802483,76,59,62
793802483,98,75,81
793802483,87,61,68
793802483,88,75,64
793802483,81,91,93
793802483,93,95,85
793802483,74,87,53
793802483,72,76,72
793802483,73,76,61
793802483,80,80,98
793802483,59,53,99
793802483,94,66,78
793802483,62,58,59
793802483,57,66,87
793802483,50,94,81
793802483,70,56,52
793802483,81,73,65
793802483,81,93,81
793802483,86,58,76
793802483,94,81,93
793802483,64,99,58
793802483,51,60,55
793802483,56,77,73
793802483,74,83,99
793802483,50,100,71
793802483,94,84,69
793802483,90,80,52
793802483,66,87,53
793802483,54,92,83
793802483,71,61,99
793802483,64,84,58
793802483,62,51,52
793802483,81,55,98
793802483,61,78,56
793802483,63,65,87
793802483,55,86,59
793802483,74,99,64
793802483,89,75,79
793802483,79,90,70
793802483,71,82,72
793802483,59,88,100
793802483,55,58,78
793802483,73,72,93
793802483,61,98,88
793802483,98,88,72
793802483,68,62,56
793802483,64,97,59
793802483,52,78,68
793802483,93,65,99
793802483,59,91,52
793802483,98,54,56
793802483,58,83,81
793802483,61,59,88
793802483,72,81,61
793802483,93,78,66
793802483,99,95,85
793802483,80,50,68
793802483,59,94,52
793802483,75,62,95
793802483,54,84,77
793802483,55,100,50
793802483,70,92,90
793802483,99,57,62
793802483,86,60,82
793802483,55,91,52
793802483,71,89,71
793802483,73,59,55
793802483,65,74,70
793802483,100,86,53
793802483,72,77,59
793802483,72,51,97
793802483,61,56,70
793802483,100,58,64
793802483,61,72,86
793802483,89,75,88
793802483,84,87,90
793802483,77,97,78
793802483,54,82,82
793802483,84,77,89
793802483,62,75,79
793802483,81,59,77
793802483,77,94,90
793802483,84,64,64
793802483,63,89,70
793802483,100,79,52
793802483,100,87,72
793802483,79,79,79
793802483,70,77,87
793802483,71,57,75
793802483,82,84,86
793802483,96,60,76
793802483,71,74,82
793802483,92,65,75
793802483,62,67,95
793802483,52,91,83
793802483,86,80,93
793802483,100,74,64
793802483,73,62,88
793802483,79,92,82
793802483,66,96,91
793802483,80,68,64
793802483,87,72,67
793802483,94,85,100
793802483,97,89,76
793802483,57,51,80
793802483,50,64,67
793802483,65,77,76
793802483,91,86,82
793802483,70,54,82
793802483,58,93,50
793802483,95,90,66
793802483,63,89,86
793802483,60,95,61
793802483,57,75,67
793802483,58,60,72
793802483,55,69,95
793802483,96,52,82
793802483,66,95,82
793802483,96,91,73
793802483,100,87,93
793802483,92,92,85
793802483,69,77,83
793802483,72,54,82
793802483,73,67,90
793802483,69,67,70
793802483,89,56,88
793802483,67,72,80
793802483,95,59,62
793802483,95,65,50
793802483,99,75,54
793802483,83,73,68
793802483,89,100,86
793802483,98,52,98
793802483,83,96,81
793802483,93,95,66
793802483,56,89,93
793802483,100,88,86
793802483,93,87,70
793802483,92,94,100
793802483,63,77,77
793802483,75,95,87
793802483,71,67,73
793802483,51,69,61
793802483,85,69,98
793802483,88,84,76
793802483,97,85,52
793802483,71,60,74
793802483,85,89,54
793802483,52,93,75
793802483,51,64,67
793802483,79,89,100
793802483,51,73,90
793802483,98,73,98
793802483,57,93,50
793802483,97,96,52
793802483,77,79,57
793802483,70,91,51
793802483,96,81,97
793802483,83,54,76
793802483,62,51,84
793802483,70,53,94
793802483,80,99,67
793802483,68,55,58
793802483,92,65,75
793802483,86,67,81
793802483,83,58,73
793802483,90,76,61
793802483,63,91,91
793802483,84,73,91
793802483,96,67,90
793802483,85,69,93
793802483,93,51,98
793802483,59,56,64
793802483,70,58,54
793802483,97,54,84
793802483,84,89,95
793802483,53,88,78
793802483,91,77,91
793802483,57,83,85
793802483,52,66,73
793802483,71,84,52
793802483,83,82,91
793802483,64,53,90
793802483,74,76,55
793802483,95,78,69
793802483,52,58,86
793802483,84,85,61
793802483,78,92,81
793802483,51,60,79
793802483,60,82,61
793802483,91,83,57
793802483,56,97,78
793802483,50,64,51
793802483,63,83,99
793802483,62,84,59
793802483,62,97,81
793802483,79,60,73
793802483,92,98,61
793802483,79,93,98
793802483,50,80,54
793802483,71,81,72
793802483,91,64,78
793802483,100,72,77
793802483,59,79,80
793802483,81,88,57
793802483,90,97,78
793802483,78,95,93
793802483,89,50,82
793802483,56,53,85
793802483,91,95,96
793802483,67,58,57
793802483,86,100,81
793802483,87,53,95
793802483,54,84,85
793802483,98,53,64
793802483,74,94,100
793802483,64,84,81
793802483,71,85,80
793802483,95,59,71
793802483,92,88,68
793802483,53,56,62
793802483,55,61,95
793802483,92,87,51
793802483,62,86,87
793802483,58,90,55
793802483,69,77,54
793802483,54,85,60
793802483,100,77,53
793802483,90,65,75
793802483,53,79,66
793802483,98,87,63
793802483,69,80,74
793802483,91,94,83
793802483,56,98,82
793802483,50,55,82
793802483,77,72,66
793802483,64,80,99
793802483,88,60,58
793802483,91,81,81
793802483,63,89,90
793802483,95,52,73
793802483,56,70,55
793802483,93,92,64
793802483,84,83,66
793802483,84,58,87
793802483,94,67,66
793802483,84,71,95
793802483,87,94,72
793802483,86,55,72
793802483,62,86,53
793802483,72,95,83
793802483,55,78,90
793802483,86,52,95
793802483,94,78,57
793802483,61,50,86
793802483,59,91,74
793802483,59,91,64
793802483,94,74,74
793802483,82,55,56
793802483,89,74,99
793802483,67,81,71
793802483,55,60,98
793802483,67,85,65
793802483,85,78,79
793802483,94,51,89
793802483,90,56,73
793802483,96,97,86
793802483,62,98,52
793802483,65,82,61
793802483,63,82,54
793802483,85,56,82
793802483,94,50,54
793802483,54,68,61
793802483,91,72,78
793802483,60,86,97
793802483,90,83,64
793802483,94,54,70
793802483,78,74,98
793802483,78,68,85
793802483,98,70,83
793802483,72,89,61
793802483,81,62,76
793802483,93,64,90
793802483,72,54,83
793802483,80,76,65
793802483,57,93,87
793802483,83,69,98
793802483,70,70,75
793802483,51,77,77
793802483,94,79,67
793802483,75,92,95
793802483,50,77,79
793802483,72,95,62
793802483,75,85,53
793802483,73,56,90
793802483,74,84,86
793802483,97,78,82
793802483,60,96,90
793802483,52,94,76
793802483,89,66,96
793802483,65,88,52
793802483,75,91,84
793802483,68,53,92
793802483,91,73,99
793802483,77,55,95
793802483,97,90,83
793802483,89,96,100
793802483,92,98,68
793802483,53,63,64
793802483,74,70,51
793802483,84,91,63
793802483,70,73,75
793802483,74,83,92
793802483,71,98,68
793802483,70,76,77
793802483,76,71,57
793802483,51,63,60
793802483,100,90,65
793802483,71,100,66
793802483,72,75,86
793802483,58,93,86
793802483,69,75,77
793802483,66,88,85
793802483,57,92,57
793802483,92,60,61
793802483,61,72,65
793802483,86,91,51
793802483,71,58,87
793802483,66,94,86
793802483,60,53,80
793802483,51,56,89
793802483,51,63,89
793802483,77,51,87
793802483,71,100,63
793802483,54,100,78
793802483,100,79,93
793802483,80,64,64
793802483,88,98,99
793802483,50,91,62
793802483,53,92,57
793802483,62,92,86
793802483,91,84,57
793802483,58,80,74
793802483,76,84,87
793802483,84,90,98
793802483,98,83,60
793802483,91,97,77
793802483,84,58,66
793802483,59,51,68
793802483,78,89,97
793802483,75,80,99
793802483,52,95,81
793802483,54,64,77
793802483,99,94,54
793802483,80,64,66
793802483,71,68,83
793802483,80,82,80
793802483,66,90,70
793802483,61,77,64
793802483,86,69,78
793802483,59,66,91
793802483,69,94,72
793802483,83,70,65
793802483,64,63,98
793802483,79,92,51
793802483,90,97,56
793802483,62,65,76
793802483,56,81,100
793802483,82,100,79
793802483,80,90,62
793802483,56,97,55
793802483,73,78,76
793802483,69,85,93
793802483,79,63,54
793802483,74,51,60
793802483,68,85,59
793802483,76,72,70
793802483,71,88,97
793802483,63,99,99
793802483,76,97,78
793802483,73,63,96
793802483,90,60,89
793802483,94,58,69
793802483,75,84,97
793802483,61,51,82
793802483,69,84,72
793802483,58,53,83
793802483,71,70,99
793802483,90,54,84
793802483,51,100,56
793802483,52,83,99
793802483,62,85,61
793802483,85,59,90
793802483,50,69,72
793802483,73,61,61
793802483,85,80,69
793802483,85,85,63
793802483,61,74,59
793802483,60,76,56
793802483,81,71,59
793802483,53,86,60
793802483,90,56,70
793802483,83,97,72
793802483,72,68,96
793802483,50,84,74
793802483,74,99,80
793802483,91,97,74
793802483,96,93,100
793802483,55,72,57
793802483,95,91,69
793802483,98,75,78
793802483,61,81,64
793802483,68,92,52
793802483,67,98,73
793802483,57,98,91
793802483,51,53,69
793802483,51,57,52
